amount,companyId,date,donorName,donorType,party,year,donor_has_won_tenders,amountString,dateOriginal
633.11,,2022-12-31,ALMIR MULAHMETOVIĆ,person,SDA,2022,,,
630.0,,2022-12-31,SULEJMAN SAMARDŽIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
630.0,,2022-12-31,VEDAD ŠAHOVIĆ,person,SDA,2022,,,
626.23,,2022-12-31,ARNES AVDIĆ,person,SDA,2022,,,
618.0,,2022-12-31,NUSRET DAUTOVIĆ,person,SDA,2022,,,
615.74,,2022-12-31,BERNADA JUKIĆ-KLIČIĆ,person,SDA,2022,,,
600.0,,2022-05-16,HARUN SALKIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
600.0,,2022-05-13,ŠAĆIR BEGIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
600.0,,2023-03-29,NATAŠA KUKIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
600.0,,2022-04-18,RANKO MIJIĆ,person,DNS,2022,,,
600.0,,2022-12-31,IVAN ODAK,person,HDZ 1990,2022,,,
600.0,,2022-10-20,DAVOR NINIĆ,person,HDZ BIH,2022,,,
600.0,,2022-12-31,NEDIM ŠAHOVIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
600.0,,2022-03-14,DAVOR DRAGIČEVIĆ,person,POKRET PRAVDE,2022,,,
600.0,,2022-03-14,SLAVICA SERDAR,person,POKRET PRAVDE,2022,,,
600.0,,2022-04-27,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
600.0,,2022-04-27,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
600.0,,2022-04-27,ZAHARIJE MEŠIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
600.0,,2022-04-29,DRAGUTIN ILIĆ,person,SAVEZ PENZIONERA I POTOMAKA,2022,,,
600.0,,2022-12-31,ISMET HAJDAR,person,SBB BIH,2022,,,
600.0,,2022-12-31,ADEM MEHMEDOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,AHMED KRUPALIJA,person,SDA,2022,,,
600.0,,2022-12-31,ARNES KASIĆ,person,SDA,2022,,,
600.0,,2022-12-31,BELKISA IBRIŠIMOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,DALILA AJNADŽIĆ,person,SDA,2022,,,
600.0,,2022-12-31,DAMIR LALIČIĆ,person,SDA,2022,,,
600.0,,2022-12-31,DŽANA ŠAČIĆ,person,SDA,2022,,,
600.0,,2022-12-31,DŽEMAL NAJETOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,DŽENAN FALADŽIĆ,person,SDA,2022,,,
600.0,,2022-12-31,DŽEVADA ZAHIROVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,ELMIR HUREMOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,ELVIR PURIĆ,person,SDA,2022,,,
600.0,,2022-12-31,EMINA TUFEKČIĆ,person,SDA,2022,,,
600.0,,2022-12-31,ENIN BAJRAMOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,FAHIRZUKIĆ,person,SDA,2022,,,
600.0,,2022-12-31,FARUK HODŽIĆ,person,SDA,2022,,,
600.0,,2022-12-31,FUAD ČIČKUŠIĆ,person,SDA,2022,,,
600.0,,2022-12-31,HARIS MEHMEDOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,HARIS TRNKA,person,SDA,2022,,,
600.0,,2022-12-31,IBRAHIM ŠIŠIĆ,person,SDA,2022,,,
600.0,,2022-12-31,KENAN ALIKADIĆ,person,SDA,2022,,,
600.0,,2022-12-31,KENAN TINJAK,person,SDA,2022,,,
600.0,,2022-12-31,MALIK EJUBOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,MEHMED ŠAČIROVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,MERSED VELIĆ,person,SDA,2022,,,
600.0,,2022-12-31,MIDHAT KARIĆ,person,SDA,2022,,,
600.0,,2022-12-31,MUAMER KULO,person,SDA,2022,,,
600.0,,2022-12-31,MUHIDIN IBRAIMI,person,SDA,2022,,,
600.0,,2022-12-31,NERMIN MAČIĆ,person,SDA,2022,,,
600.0,,2022-12-31,NERMIN OKIĆ,person,SDA,2022,,,
600.0,,2022-12-31,NIRMEL MURATOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,OSMAN ĆATIĆ,person,SDA,2022,,,
600.0,,2022-12-31,SEAD PRAČIĆ,person,SDA,2022,,,
600.0,,2022-12-31,ŠERIF PATKOVIĆ,person,SDA,2022,,,
600.0,,2022-12-31,ZELDA DIZDAREVIĆ,person,SDA,2022,,,
598.0,,2022-12-31,SAMIR ĆATOVIĆ,person,SDA,2022,,,
591.2,,2022-12-31,ADIS HALILOVIĆ,person,SDA,2022,,,
586.75,,2022-07-05,MEDIHA ČALAK,person,PLATFORMA ZA PROGRES,2022,,,
586.02,,2022-12-31,ADNAN ŽUGA,person,SDA,2022,,,
580.0,,2022-12-14,ZLATAN PLANINČIĆ,person,DEMOKRATSKA FRONTA,2022,,,
580.0,,2022-10-20,AS IM PAJAZETOVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
575.0,,2022-12-31,NEZIR PIVIĆ,person,SDA,2022,,,
567.73,,2022-12-31,NEDIM PRŠEŠ,person,SDA,2022,,,
567.71,,2022-12-31,ALMA DELIZAIMOVIĆ,person,SDA,2022,,,
565.43,,2022-12-31,NEDIM KURTOVIĆ,person,SDA,2022,,,
560.0,,2022-12-31,ENES DURAKOVIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
560.0,,2022-12-31,NEDIM MEHIĆ,person,SDA,2022,,,
555.0,,2022-12-31,BAHRUDIN DELIĆ,person,SDA,2022,,,
550.0,,2022-05-30,ALDIN BRAŠNJIĆ,person,PO ZAJEDNO ZA BOLJI SREBRENIK,2022,,,
550.0,,2022-12-31,EDIN VIKALO,person,SDA,2022,,,
550.0,,2022-12-31,HELMEDIN KULAŠIN,person,SDA,2022,,,
541.5,,2022-07-08,EMIR ŠASKANOVIĆ,person,STRANKA KRAJIŠKOG JEDINSTVA BIH,2022,,,
540.0,,2022-06-21,NEDŽAD SALKIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
540.0,,2022-12-31,MUAMER SALKIĆ,person,SDA,2022,,,
530.0,,2022-05-12,SVEN DMINKOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
530.0,,2022-12-31,MUAMER MANDRA,person,SDA,2022,,,
524.96,,2022-12-31,ALMEDIN MEHIĆ,person,SDA,2022,,,
524.96,,2022-12-31,FARUK TURKOVIĆ,person,SDA,2022,,,
522.0,,2022-12-31,AMIR MAŠIĆ,person,SDA,2022,,,
515.0,,2022-05-12,DANICA TODOROVIĆ,person,POKRET USPJEŠNA SRPSKA,2022,,,
512.0,,2022-12-31,REFIK ŠUVALIĆ,person,SDA,2022,,,
510.0,,2022-12-31,MERSAD SALKIĆ,person,SDA,2022,,,
500.0,,2022-05-13,EMIR KUDUZOVIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
500.0,,2022-05-20,NEDŽAD ZORNIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
500.0,,2023-05-13,RIZAH ŠABANOVIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2023,,,
500.0,,2022-05-18,SANIN MUSA,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
500.0,,2022-01-10,SAMIR IKANOVIĆ,person,DEMOKRATSKA FRONTA,2022,,,
500.0,,2023-03-29,SPOMENKO STOJANOVIĆ,person,DEMOKRATSKI SAVEZ,2023,,,
500.0,,2022-05-24,ANA RENOVICA,person,DNS,2022,,,
500.0,,2022-05-04,BORIS TRNINIĆ,person,DNS,2022,,,
500.0,,2022-05-13,DEJAN PJERANOVIĆ,person,DNS,2022,,,
500.0,,2022-04-26,DRAGAN RADULOVIĆ,person,DNS,2022,,,
500.0,,2022-05-10,DRAGAN STANAR,person,DNS,2022,,,
500.0,,2022-04-05,DRAGUTIN RODIĆ,person,DNS,2022,,,
500.0,,2022-04-27,SINIŠA RAUKOVIĆ,person,DNS,2022,,,
500.0,,2022-05-23,ŠAŠA SUŠIĆ,person,DNS,2022,,,
500.0,,2022-05-23,VELIBOR RANKIĆ,person,DNS,2022,,,
500.0,,2022-05-10,ŽELJKO LUBURA,person,DNS,2022,,,
500.0,,2022-06-01,DANICA LAZIĆ,person,HDZ BIH,2022,,,
500.0,,2022-09-23,DELFA DEJANOVIĆ,person,HDZ BIH,2022,,,
500.0,,2022-04-06,DOBROSLAV GALIĆ,person,HDZ BIH,2022,,,
500.0,,2022-02-21,JOSIP MARJANOVIĆ,person,HDZ BIH,2022,,,
500.0,,2022-09-23,MARINKO GELJIĆ,person,HDZ BIH,2022,,,
500.0,,2022-05-24,MIRO PALAC,person,HDZ BIH,2022,,,
500.0,,2022-07-26,SNJEŽANA DOLIĆ,person,HDZ BIH,2022,,,
500.0,,2022-05-26,ŠIMO FILIPOVIĆ,person,HDZ BIH,2022,,,
500.0,,2022-05-13,TOMISLAV PEJIĆ,person,HDZ BIH,2022,,,
500.0,,2022-09-23,ZVONIMIR MARIĆ,person,HDZ BIH,2022,,,
500.0,,2022-05-19,SUZANA CRNJAC,person,HSP DR.ANTE STARČEVIĆ BIH,2022,,,
500.0,,2022-06-11,ADNAN ĆUFUROVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-06-21,ASIM BAJRAMOVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-07-14,ASIM KARAJIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-09-19,ĆAMIL KOŠTIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-07-14,HASAN OMANOVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-10-20,IZET SELIMAGIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-12-17,MATILDA ČELEBIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-07-30,NIHAD MELKIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-09-02,SAMIR OMERČEVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
500.0,,2022-11-04,ADNAN ABADŽIJA,person,NAROD I PRAVDA,2022,,,
500.0,,2022-09-28,BENARIS DEDIĆ,person,NAROD I PRAVDA,2022,,,
500.0,,2022-09-05,DŽEMAL JUSOVIĆ,person,NAROD I PRAVDA,2022,,,
500.0,,2022-11-04,NEDIM NAHIĆ,person,NAROD I PRAVDA,2022,,,
500.0,,2022-09-27,VERNESA FATIĆ,person,NAROD I PRAVDA,2022,,,
500.0,,2022-06-01,LUKA JOVANOVIC,person,NAŠA PRIČA REPUBLIKA SRPSKA,2022,,,
500.0,,2022-09-27,AHMED RIFATBEGOVIĆ,person,NAŠA STRANKA,2022,,,
500.0,,2022-05-24,MALIK PROHIĆ,person,NAŠA STRANKA,2022,,,
500.0,,2022-06-28,PREDRAG KOJOVIĆ,person,NAŠA STRANKA,2022,,,
500.0,,2022-05-25,RANDALL JAMES PULJEK SHANK,person,NAŠA STRANKA,2022,,,
500.0,,2022-07-04,TIHOMIR KRAMER,person,NAŠA STRANKA,2022,,,
500.0,,2022-09-15,AMRA SKENDER,person,PLATFORMA ZA PROGRES,2022,,,
500.0,,2022-08-28,DRAGANA GLUMAC,person,PLATFORMA ZA PROGRES,2022,,,
500.0,,2022-02-16,AZRA PAŠALIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
500.0,,2022-06-30,MIRZA DEMIROVIC,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
500.0,,2022-06-30,SIFET IKANOVIĆ,person,POKRET DEMOKRATSKE AKCIJE,2022,,,
500.0,,2022-02-14,CVIJO MAKSIMOVIĆ,person,POKRET OSNIVANJA KNEŽEVINE SRPSKE,2022,,,
500.0,,2022-03-04,MARIJANA MAKSIMOVIĆ,person,POKRET OSNIVANJA KNEŽEVINE SRPSKE,2022,,,
500.0,,2022-01-25,NEDELJKO JAVOR,person,POKRET OSNIVANJA KNEŽEVINE SRPSKE,2022,,,
500.0,,2022-10-18,ALEKSANDAR STEVANOVIĆ,person,POKRET USPJEŠNA SRPSKA,2022,,,
500.0,,2022-08-23,DRAGUTIN ILIĆ,person,SAVEZ PENZIONERA I POTOMAKA,2022,,,
500.0,,2022-02-14,NIKOLA MITROVIĆ,person,SAVEZ ZA NOVU POLITIKU,2022,,,
500.0,,2022-12-31,ADMIR VELIĆ,person,SDA,2022,,,
500.0,,2022-12-31,ADMIRALAGIĆ,person,SDA,2022,,,
500.0,,2022-12-31,AHMED ČORBO,person,SDA,2022,,,
500.0,,2022-12-31,AHMED OMEROVIĆ,person,SDA,2022,,,
500.0,,2022-12-31,ALDIN PIRIJA,person,SDA,2022,,,
500.0,,2022-12-31,ALMIR AHMETSPAHIĆ,person,SDA,2022,,,
500.0,,2022-12-31,AMEL BAJRIĆ,person,SDA,2022,,,
500.0,,2022-12-31,AMER HERENDA,person,SDA,2022,,,
500.0,,2022-12-31,AMIRA DRNDA,person,SDA,2022,,,
500.0,,2022-12-31,ANELA KREMO,person,SDA,2022,,,
500.0,,2022-12-31,ASIM VELADŽIĆ,person,SDA,2022,,,
500.0,,2022-12-31,BISENIJA MUŠEDINOVIĆ,person,SDA,2022,,,
500.0,,2022-12-31,ĆAMILČUTURIĆ,person,SDA,2022,,,
500.0,,2022-12-31,DŽENADIN PODRUM,person,SDA,2022,,,
500.0,,2022-12-31,ELMIR TIPURA,person,SDA,2022,,,
500.0,,2022-12-31,ELVEDIN DUBRAVAC,person,SDA,2022,,,
500.0,,2022-12-31,EMIR ZVEKIĆ,person,SDA,2022,,,
500.0,,2022-12-31,EMSEL KRUPALIJA,person,SDA,2022,,,
500.0,,2022-12-31,ENES KURBEGOVIĆ,person,SDA,2022,,,
500.0,,2022-12-31,FARIS BOLOBAN,person,SDA,2022,,,
500.0,,2022-12-31,FARUK DUŽAN,person,SDA,2022,,,
500.0,,2022-12-31,HARIS BOLOBAN,person,SDA,2022,,,
500.0,,2022-12-31,HARIS DJANA,person,SDA,2022,,,
500.0,,2022-10-31,JASMIN HALEBIĆ,person,SDA,2022,,,
500.0,,2022-12-31,JUNUZ MAČIĆ,person,SDA,2022,,,
500.0,,2022-12-31,KENAN VOLODER,person,SDA,2022,,,
500.0,,2022-12-31,MAHIR BAJRAMOVIĆ,person,SDA,2022,,,
500.0,,2022-12-31,MALIK EJUBOVIĆ,person,SDA,2022,,,
500.0,,2022-12-31,MENSUR MUHIBIĆ,person,SDA,2022,,,
500.0,,2022-12-31,MERSIHA ŠIŠIĆ,person,SDA,2022,,,
500.0,,2022-12-31,MUHAMED NIKŠIĆ,person,SDA,2022,,,
500.0,,2022-12-31,MUSTAFA LOZIĆ,person,SDA,2022,,,
500.0,,2022-12-31,NERKEZ MAČIĆ,person,SDA,2022,,,
500.0,,2022-12-31,OMER KOVČIĆ,person,SDA,2022,,,
500.0,,2022-12-31,SEMRA OKANOVIĆ,person,SDA,2022,,,
500.0,,2022-12-31,ŠABAN MELIĆ,person,SDA,2022,,,
500.0,,2022-12-31,ZIJAD SELIMOVIĆ,person,SDA,2022,,,
500.0,,2022-09-09,MUHAMED PILAV,person,SDP BIH,2022,,,
500.0,,2022-09-26,ZIJAD SELIMOVIĆ,person,SDP BIH,2022,,,
500.0,,2022-09-01,GORDANA IVANOVIĆ,person,SOCIJALISTIČKA PARTIJA,2022,,,
500.0,,2022-09-21,MILAN ĐURICA,person,SOCIJALISTIČKA PARTIJA,2022,,,
500.0,,2022-06-15,BRANKICA MILIČIĆ,person,UJEDINJENA SRPSKA,2022,,,
500.0,,2022-08-31,MARIO DAVIDOVIĆ,person,UJEDINJENA SRPSKA,2022,,,
500.0,,2022-01-31,VANjA ĐENIĆ,person,UJEDINJENA SRPSKA,2022,,,
500.0,,2022-11-07,ELDIN TABAK,person,ZA NOVE GENERACIJE,2022,,,
500.0,,2022-05-12,DINKO PERIŠA,person,ŽUPANIJSKA NEOVISNA LISTA,2022,,,
500.0,,2022-05-13,DRAŠKO DALIĆ,person,ŽUPANIJSKA NEOVISNA LISTA,2022,,,
496.0,,2022-12-31,NERMIN PILJUG,person,SDA,2022,,,
490.0,,2022-12-31,SELVEDINA SARAJLIĆ SPAHIĆ,person,SDA,2022,,,
485.0,,2022-12-31,SALIH TERZIĆ,person,SDA,2022,,,
482.0,,2022-12-31,HASAN HASANČEVIĆ,person,SDA,2022,,,
480.0,,2022-12-15,EMINAĆEHIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
480.0,,2022-12-01,ISMET BEHRIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
480.0,,2022-12-31,ALDIN ŠLJIVO,person,SDA,2022,,,
480.0,,2022-12-31,RAMIZ HASIĆ,person,SDA,2022,,,
480.0,,2022-12-31,ZIJAD SMAILAGIĆ,person,SDA,2022,,,
479.5,,2022-05-18,SABEDIN BRAHOVIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
476.0,,2022-04-30,EDINA RAZIĆ,person,SBB BIH,2022,,,
470.0,,2022-12-31,BERNADA JUKIĆ-KLIČIĆ,person,SDA,2022,,,
468.48,,2022-12-13,LARIS MAGLIĆ,person,DEMOKRATSKA FRONTA,2022,,,
468.0,,2022-09-21,NERMIN HALILOVIĆ,person,NAROD I PRAVDA,2022,,,
460.0,,2022-05-20,VOISLAV BURGIĆ,person,ZS MILE MARČETA,2022,,,
450.0,,2022-07-21,MIRZA MEMIC,person,DEMOKRATSKA FRONTA,2022,,,
450.0,,2022-12-31,MUAMER HADŽIĆ,person,NARODNI EVROPSKI SAVEZ BIH,2022,,,
450.0,,2022-09-05,FILZETA KADIRIĆ,person,PLATFORMA ZA PROGRES,2022,,,
450.0,,2022-09-05,MEHMED KADIRIĆ,person,PLATFORMA ZA PROGRES,2022,,,
450.0,,2022-12-31,ELVEDIN KAPO,person,SDA,2022,,,
450.0,,2022-03-10,AMIR ALTUMBABIĆ,person,SOCIJALDEMOKRATE BIH,2022,,,
450.0,,2022-01-20,NERMIN PORIĆ,person,STRANKA PENZIONERA-UMIROVLJENIKA BIH,2022,,,
449.51,,2022-04-08,NEDŽAD JUSIĆ,person,PLATFORMA ZA PROGRES,2022,,,
440.0,,2022-06-20,AMIR ORLOVIĆ,person,DEMOKRATSKA FRONTA,2022,,,
438.0,,2022-12-31,SEMIR SEJDINOVIĆ,person,SDA,2022,,,
432.0,,2022-12-31,EDINA GABELA,person,SDA,2022,,,
430.0,,2022-12-31,EDIN ALIEFENDIĆ,person,SDA,2022,,,
425.0,,2022-12-31,HAKIJA BOŠNJAKOVIĆ,person,SDA,2022,,,
425.0,,2022-12-31,HAKIJA OSMIĆ,person,SDA,2022,,,
425.0,,2022-12-31,RASIM MUJKIĆ,person,SDA,2022,,,
425.0,,2022-12-31,ŠEFIKJUSIĆ,person,SDA,2022,,,
423.71,,2022-10-04,AMEL PLEH,person,PLATFORMA ZA PROGRES,2022,,,
422.0,,2022-12-31,JASMINA MEŠIĆ,person,SDA,2022,,,
420.01,,2022-12-31,KEMAL DIZDAREVIĆ,person,SDA,2022,,,
420.0,,2022-12-15,ERMIN CERO,person,NAŠA STRANKA,2022,,,
420.0,,2022-12-31,ĆAZIM HUSKIĆ,person,SDA,2022,,,
416.5,,2022-10-04,MUMIN PILIPOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
412.0,,2022-12-31,OMER KONJIĆ,person,SDA,2022,,,
410.0,,2022-09-22,ASMIR MERDŽANOVIĆ,person,NAŠA STRANKA,2022,,,
401.0,,2022-12-31,SANEL HONDO,person,SDA,2022,,,
400.0,,2022-12-05,HARUN OMEROVIĆ,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
400.0,,2022-05-12,IVAN JEFTIĆ,person,DNS,2022,,,
400.0,,2022-03-22,DANICA LAZIĆ,person,HDZ BIH,2022,,,
400.0,,2022-03-31,FRANJO STJEPANOVIĆ,person,HDZ BIH,2022,,,
400.0,,2022-03-31,NIKICA TOMAS,person,HDZ BIH,2022,,,
400.0,,2022-09-30,EDIN KEKIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
400.0,,2022-12-17,MUSTAFA OGREŠEVIĆ,person,LABURISTIČKA STRANKA BIH,2022,,,
400.0,,2022-05-20,NAIDA HOTA MUMINOVIĆ,person,NAROD I PRAVDA,2022,,,
400.0,,2022-05-18,NERMIN JAŠAREVIĆ,person,NAROD I PRAVDA,2022,,,
400.0,,2022-05-12,SABINA ĆUDIĆ,person,NAŠA STRANKA,2022,,,
400.0,,2022-09-30,VANESA DUJSO RADASLIĆ,person,NAŠA STRANKA,2022,,,
400.0,,2022-03-25,REUF BARAKOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
400.0,,2022-08-26,BENISA ŠABIĆ,person,PO ZAJEDNO ZA BOLJI SREBRENIK,2022,,,
400.0,,2022-07-21,SAMED MEHMEDOVIĆ,person,PO ZAJEDNO ZA BOLJI SREBRENIK,2022,,,
400.0,,2022-07-21,ĐEMAL ELEZOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
400.0,,2022-09-12,ĐEVDO BAJRIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
400.0,,2022-07-21,JASENKO ŠERTOVIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
400.0,,2022-07-21,ZAHARIJE MEŠIĆ,person,POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
400.0,,2022-04-30,JASMINA TRGO,person,SBB BIH,2022,,,
400.0,,2022-12-31,ADIS ZIKO,person,SDA,2022,,,
400.0,,2022-12-31,ADNAN SMAJIĆ,person,SDA,2022,,,
400.0,,2022-12-31,ALMIR KAVAZ,person,SDA,2022,,,
400.0,,2022-12-31,DŽAFER ALIĆ,person,SDA,2022,,,
400.0,,2022-12-31,FIKRET BEŠO,person,SDA,2022,,,
400.0,,2022-12-31,HAMZA PAŠALIĆ,person,SDA,2022,,,
400.0,,2022-12-31,HARUN CRNOMEROVIĆ,person,SDA,2022,,,
400.0,,2022-12-31,JASMIN DUVNJAK,person,SDA,2022,,,
400.0,,2022-12-31,MEHMED MUHAREMOVIĆ,person,SDA,2022,,,
400.0,,2022-12-31,MUHAREM BOLIĆ,person,SDA,2022,,,
400.0,,2022-12-31,NEDŽAD MUŠANOVIĆ,person,SDA,2022,,,
400.0,,2022-12-31,NERMA ALIEFENDIĆ,person,SDA,2022,,,
400.0,,2022-12-31,NERMIN ALIBEGOVIĆ,person,SDA,2022,,,
400.0,,2022-12-31,NIHADA ŠEĆERBEGOVIĆ,person,SDA,2022,,,
400.0,,2022-12-31,SUAD KAKNJO,person,SDA,2022,,,
400.0,,2022-12-31,VELID TINJAK,person,SDA,2022,,,
400.0,,2022-03-04,HARIS VRANIĆ,person,SDP BIH,2022,,,
400.0,,2022-01-24,REDŽO BURZIĆ,person,STRANKA PENZIONERA-UMIROVLJENIKA BIH,2022,,,
396.0,,2022-06-15,IBRAHIM DELIĆ,person,NAŠA STRANKA,2022,,,
394.0,,2022-05-16,SANIN MUSA,person,BOSANSKA NARODNA STRANKA BNS-VND,2022,,,
391.17,,2022-10-04,EDVINA HUSKIĆ,person,PLATFORMA ZA PROGRES,2022,,,
390.0,,2022-12-31,EMINA HUSEINAGIĆ,person,SDA,2022,,,
390.0,,2022-12-31,EMINA VELIĆ,person,SDA,2022,,,
383.0,,2022-06-15,VERNES ĆOSIĆ,person,NAŠA STRANKA,2022,,,
380.0,,2022-12-31,AM RA HASAGIĆ,person,SDA,2022,,,
380.0,,2022-12-31,ELVIR CRVENJAK,person,SDA,2022,,,
380.0,,2022-12-31,HAKIJA DELIĆ,person,SDA,2022,,,
380.0,,2022-12-31,IZUDIN HRUSTO,person,SDA,2022,,,
380.0,,2022-12-31,MEDIHA MAMELA,person,SDA,2022,,,
378.0,,2022-12-31,AZRUDIN ĐULOVIĆ,person,SDA,2022,,,
378.0,,2022-12-31,NERMIN AGIĆ,person,SDA,2022,,,
378.0,,2022-12-31,SEFIR HALILOVIĆ,person,SDA,2022,,,
371.61,,2022-07-12,KATARINA HABOLD,person,POKRET PRAVDE,2022,,,
370.0,,2022-12-31,ALMIN DOHRANOVIĆ,person,SDA,2022,,,
364.13,,2022-07-05,EMIR FESTIĆ,person,PLATFORMA ZA PROGRES,2022,,,
360.0,,2022-06-09,BOJAN FARKAŠ,person,NAŠA STRANKA,2022,,,
360.0,,2022-06-20,ELVEDIN ĆERNICA,person,PLATFORMA ZA PROGRES,2022,,,
360.0,,2022-12-31,AGAN ELKASOVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,ALEN ARNAUTOVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,ALEN HASKOVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,ALMA OMEROVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,ANELA SUBAŠIĆ,person,SDA,2022,,,
360.0,,2022-12-31,BAJRO HANDANOVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,DENIS DILBEROVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,ELMA MASNOPITA,person,SDA,2022,,,
360.0,,2022-12-31,HALID DIZDAREVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,IBRAHIM DIZDAREVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,KENAN HASIĆ,person,SDA,2022,,,
360.0,,2022-12-31,MEHMED SINANOVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,RAMIZ KIŠMETOVIĆ,person,SDA,2022,,,
360.0,,2022-12-31,SAFET JAŠIĆ,person,SDA,2022,,,
360.0,,2022-12-31,SEMIR DEDIĆ,person,SDA,2022,,,
360.0,,2022-12-31,SUVAD VELADŽIĆ,person,SDA,2022,,,
360.0,,2022-12-31,ZUMRA BEGIĆ,person,SDA,2022,,,
360.0,,2022-10-19,JOVAN VIDAKOVIĆ,person,SOCIJALISTIČKA PARTIJA SRPSKE-SPS,2022,,,
353.13,,2022-09-30,ALEKSANDAR GLAVAŠ,person,DNS,2022,,,
351.0,,2022-12-31,MUAMER ČELEBIĆ,person,SDA,2022,,,
350.0,,2022-12-31,AJDIN SOFTIĆ,person,SDA,2022,,,
350.0,,2022-12-31,AMIR POLUTAN,person,SDA,2022,,,
350.0,,2022-12-31,NASIR ČOLAKOVIĆ,person,SDA,2022,,,
350.0,,2022-04-20,ZAJIM HRVAT,person,SDP BIH,2022,,,
350.0,,2022-11-14,RASIM KANTAREVIĆ,person,STRANKA KRAJIŠKOG JEDINSTVA BIH,2022,,,
350.0,,2022-09-22,RASIM KANTAREVIĆ,person,STRANKA KRAJIŠKOG JEDINSTVA BIH,2022,,,
350.0,,2022-06-20,RASIM KANTAREVIĆ,person,STRANKA KRAJIŠKOG JEDINSTVA BIH,2022,,,
350.0,,2022-01-18,SEMKA MUMINOVIĆ,person,STRANKA PENZIONERA-UMIROVLJENIKA BIH,2022,,,
347.28,,2022-12-31,LEJLA KAPLAN,person,SDA,2022,,,
346.04,,2022-12-31,RIJAD NANIĆ,person,SDA,2022,,,
332.49,,2022-07-05,NORDA KUDUZOVIĆ,person,PLATFORMA ZA PROGRES,2022,,,
330.0,,2022-11-03,ALEN GIRT,person,NAŠA STRANKA,2022,,,
330.0,,2022-12-31,ABID MULALIĆ,person,SDA,2022,,,
330.0,,2022-12-31,BAJRO MAKIĆ,person,SDA,2022,,,
